smiles,ACEA_T47D_80hr_Negative,ACEA_T47D_80hr_Positive,APR_HepG2_CellCycleArrest_24h_dn,APR_HepG2_CellCycleArrest_72h_dn,APR_HepG2_CellLoss_24h_dn,APR_HepG2_CellLoss_72h_dn,APR_HepG2_MicrotubuleCSK_72h_up,APR_HepG2_MitoMass_24h_dn,APR_HepG2_MitoMass_72h_dn,APR_HepG2_MitoMembPot_24h_dn,APR_HepG2_MitoMembPot_72h_dn,APR_HepG2_MitoticArrest_24h_up,APR_HepG2_MitoticArrest_72h_up,APR_HepG2_OxidativeStress_24h_up,APR_HepG2_OxidativeStress_72h_up,APR_HepG2_StressKinase_72h_up,APR_HepG2_p53Act_24h_up,APR_HepG2_p53Act_72h_up,ATG_AP_1_CIS_up,ATG_Ahr_CIS_up,ATG_BRE_CIS_up,ATG_CMV_CIS_up,ATG_CRE_CIS_up,ATG_DR4_LXR_CIS_dn,ATG_DR5_CIS_up,ATG_EGR_CIS_up,ATG_ERE_CIS_up,ATG_ERa_TRANS_up,ATG_E_Box_CIS_dn,ATG_HIF1a_CIS_up,ATG_HSE_CIS_up,ATG_IR1_CIS_dn,ATG_ISRE_CIS_dn,ATG_MRE_CIS_up,ATG_NRF2_ARE_CIS_up,ATG_Oct_MLP_CIS_up,ATG_PBREM_CIS_up,ATG_PPARg_TRANS_up,ATG_PPRE_CIS_up,ATG_PXRE_CIS_dn,ATG_PXRE_CIS_up,ATG_PXR_TRANS_up,ATG_Pax6_CIS_up,ATG_RORE_CIS_up,ATG_RXRb_TRANS_up,ATG_SREBP_CIS_up,ATG_Sp1_CIS_up,ATG_TCF_b_cat_CIS_dn,ATG_VDRE_CIS_up,ATG_Xbp1_CIS_up,ATG_p53_CIS_dn,BSK_3C_Eselectin_down,BSK_3C_HLADR_down,BSK_3C_ICAM1_down,BSK_3C_IL8_down,BSK_3C_MCP1_down,BSK_3C_MIG_down,BSK_3C_Proliferation_down,BSK_3C_SRB_down,BSK_3C_Thrombomodulin_up,BSK_3C_TissueFactor_down,BSK_3C_VCAM1_down,BSK_3C_Vis_down,BSK_3C_uPAR_down,BSK_4H_Eotaxin3_down,BSK_4H_MCP1_down,BSK_4H_Pselectin_down,BSK_4H_SRB_down,BSK_4H_VCAM1_down,BSK_4H_VEGFRII_down,BSK_4H_uPAR_down,BSK_BE3C_HLADR_down,BSK_BE3C_IL1a_down,BSK_BE3C_IP10_down,BSK_BE3C_MIG_down,BSK_BE3C_MMP1_down,BSK_BE3C_MMP1_up,BSK_BE3C_PAI1_down,BSK_BE3C_SRB_down,BSK_BE3C_TGFb1_down,BSK_BE3C_tPA_down,BSK_BE3C_uPAR_down,BSK_BE3C_uPA_down,BSK_CASM3C_HLADR_down,BSK_CASM3C_IL6_down,BSK_CASM3C_IL8_down,BSK_CASM3C_LDLR_down,BSK_CASM3C_MCP1_down,BSK_CASM3C_MCSF_down,BSK_CASM3C_MIG_down,BSK_CASM3C_Proliferation_down,BSK_CASM3C_SAA_down,BSK_CASM3C_SRB_down,BSK_CASM3C_Thrombomodulin_up,BSK_CASM3C_TissueFactor_down,BSK_CASM3C_VCAM1_down,BSK_CASM3C_uPAR_down,BSK_KF3CT_ICAM1_down,BSK_KF3CT_IL1a_down,BSK_KF3CT_IP10_down,BSK_KF3CT_MCP1_down,BSK_KF3CT_MMP9_down,BSK_KF3CT_SRB_down,BSK_KF3CT_TGFb1_down,BSK_KF3CT_TIMP2_down,BSK_KF3CT_uPA_down,BSK_LPS_CD40_down,BSK_LPS_Eselectin_down,BSK_LPS_IL1a_down,BSK_LPS_IL8_down,BSK_LPS_MCP1_down,BSK_LPS_MCSF_down,BSK_LPS_PGE2_down,BSK_LPS_SRB_down,BSK_LPS_TNFa_down,BSK_LPS_TissueFactor_down,BSK_LPS_VCAM1_down,BSK_SAg_CD38_down,BSK_SAg_CD40_down,BSK_SAg_CD69_down,BSK_SAg_Eselectin_down,BSK_SAg_IL8_down,BSK_SAg_MCP1_down,BSK_SAg_MIG_down,BSK_SAg_PBMCCytotoxicity_down,BSK_SAg_Proliferation_down,BSK_SAg_SRB_down,BSK_hDFCGF_CollagenIII_down,BSK_hDFCGF_IL8_down,BSK_hDFCGF_IP10_down,BSK_hDFCGF_MCSF_down,BSK_hDFCGF_MIG_down,BSK_hDFCGF_MMP1_down,BSK_hDFCGF_PAI1_down,BSK_hDFCGF_Proliferation_down,BSK_hDFCGF_SRB_down,BSK_hDFCGF_TIMP1_down,BSK_hDFCGF_VCAM1_down,CEETOX_H295R_11DCORT_dn,CEETOX_H295R_ANDR_dn,CEETOX_H295R_CORTISOL_dn,CEETOX_H295R_ESTRONE_dn,CEETOX_H295R_ESTRONE_up,NHEERL_ZF_144hpf_TERATOSCORE_up,NVS_NR_bER,NVS_NR_hER,NVS_NR_hPPARg,NVS_NR_hPXR,NVS_NR_mERa,OT_AR_ARSRC1_0960,OT_ER_ERaERb_0480,OT_ER_ERaERb_1440,OT_ER_ERbERb_0480,OT_ER_ERbERb_1440,OT_ERa_EREGFP_0120,OT_FXR_FXRSRC1_0480,OT_NURR1_NURR1RXRa_0480,TOX21_ARE_BLA_agonist_ratio,TOX21_AR_BLA_Antagonist_ratio,TOX21_AR_LUC_MDAKB2_Antagonist,TOX21_AR_LUC_MDAKB2_Antagonist2,TOX21_AhR_LUC_Agonist,TOX21_Aromatase_Inhibition,TOX21_ERa_BLA_Antagonist_ratio,TOX21_ERa_LUC_BG1_Agonist,TOX21_FXR_BLA_antagonist_ratio,TOX21_MMP_ratio_down,TOX21_TR_LUC_GH3_Antagonist,TOX21_p53_BLA_p1_ratio,TOX21_p53_BLA_p2_ch2,TOX21_p53_BLA_p2_ratio,TOX21_p53_BLA_p2_viability,TOX21_p53_BLA_p3_ratio,TOX21_p53_BLA_p4_ratio,TOX21_p53_BLA_p5_ratio,Tanguay_ZF_120hpf_AXIS_up,Tanguay_ZF_120hpf_ActivityScore,Tanguay_ZF_120hpf_JAW_up,Tanguay_ZF_120hpf_MORT_up,Tanguay_ZF_120hpf_PE_up,Tanguay_ZF_120hpf_SNOU_up,Tanguay_ZF_120hpf_YSE_up
S1SC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](N)C)C1)CCCCN)CC(=O)N)Cc1ccccc1)Cc1ccccc1)Cc1c2c([nH]c1)cccc2)CCCCN)C(O)C)Cc1ccccc1)C(O)C)CO)C(O)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,
O1CCN(CC1)C=1C=NN(C)C(=O)C=1OCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,,,,
Cl.s1c2CCN(Cc2cc1OC(=O)C)C(C(=O)C1CC1)c1ccccc1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,
Clc1cc2nn(nc2cc1)-c1cc(cc(C(C)(C)C)c1O)C,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,
O=C/1C[C@H]2[C@H]3[C@H](CC[C@]2(C)\C\1=C\C)[C@@]1(C(=CC(=O)CC1)CC3)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,,,,,,,
O=C/1C[C@H]2[C@H]3[C@H](CC[C@]2(C)\C\1=C/C)[C@@]1(C(=CC(=O)CC1)CC3)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,,,,,,,
O1c2c(cc3c(oc(c3)C)c2C)C(=CC1=O)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,
S(=O)(=O)([O-])C(F)(F)F.[n+]1(ccccc1)CCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Ic1cc(F)c(Nc2c(F)c(F)ccc2C(=O)NOC[C@H](O)CO)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,,0,0,1,0,0,0,0,0,,,,,,,
OCC(CCCCCC)CCCC,1,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
O=C\C=C\CCCCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
S(O)(O)(=O)=O.O(C)c1ccc(N)cc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,,,,,,,
S(CC(=NOC(=O)NC)C(C)(C)C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
OC(=O)C(=O)Cc1c2c([nH]c1)cccc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,
O(C)C1CC[C@H]2[C@H]3[C@H](CC[C@]12C)c1c(cc(OCCC)cc1)CC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,0,,,,,,,,,,,,,,,,
O=C1NC(=O)N(CO)C1NC(=O)NCNC(=O)NC1N(CO)C(=O)NC1=O,1,0,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
OC1N(C)C(=O)N(C)C1O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
O(C(=O)C(CCC)C)CC,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ClCC(=O)[O-].[Na+],0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
S(=O)(=O)(Nc1ccc(cc1)C(O)CNC(C)C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,
FC(F)(F)c1cc(N)ccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,0,,,,,,,,,,,,,,,,
Clc1nc(Cl)ncc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
ClC(=O)c1ccccc1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,
S(=O)(=O)([O-])c1cc(ccc1)C(OCC(=O)[C@]1(O)[C@@]2([C@H]([C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)C[C@H]1C)C)=O.[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,1,,,0,0,0,0,0,0,0,0,,,,,,,
Clc1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])C(F)(F)F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
[Au]SC(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,
O(C(=O)C(C)(C)C)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
[Cr](OC(=O)C)(OC(=O)C)OC(=O)C.[Cr](OC(=O)C)(OC(=O)C)O.[Cr](OC(=O)C)(OC(=O)C)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Oc1cc(ccc1O)C(OCC)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,,,,
o1cccc1\C=C\C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
Clc1ccc(cc1)C1(O)CCNCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,,,,
Clc1ccccc1N1CCNCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,,,,,
O(c1cc(ccc1)C(OC(=O)C1C(C)(C)C1C=C(C)C)C#N)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
O(c1cc(ccc1)C(OC(=O)C1C(C)(C)C1(C)C)C#N)c1ccccc1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,1,,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O(c1cc(ccc1)C=O)c1ccccc1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,
n1c(N)c2nc(-c3ccccc3)c(nc2nc1N)N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,,,,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,,,,,,,
O(C)c1cc2c(cc1OC)CCN(C[C@@H]2c1ccccc1)C.OC(=O)\C=C/C(O)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,
Cl.OC=1[C@@H](N(C)C)[C@H]2[C@@](O)(C(=O)C=1C(=O)N)C(O)=C1[C@H]([C@@H]2O)C(c2c(C1=O)c(O)ccc2)=C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,,,,,
n1c2c(CCc3c(cccc3)C2=C2CCN(CC2)C)ccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,,,,,,,
S(=O)(=O)([O-])c1cc(cc(c1)C(OC)=O)C(OC)=O.[Na+],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
OC(C(C)(C)C)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
